Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest,Recommended Career
79,31,36,72,49,28,23,47,46,51,62,38,Marathi,Literature and Education
54,58,28,57,67,47,32,26,75,40,60,39,Sports,Sports Coach
46,68,51,53,33,63,53,46,57,25,78,41,Math,Engineering
52,80,44,63,35,78,69,32,39,55,80,62,Urdu,Media and Journalism
66,55,52,73,39,20,56,48,29,54,73,80,Computer,Software Developer
75,59,63,31,40,78,60,23,55,40,47,27,Science,Research and Development
45,67,56,32,72,66,30,71,32,68,46,69,History,Archaeologist
78,36,51,59,42,51,73,69,57,47,30,35,Marathi,Entertainment and Arts
63,80,45,29,63,44,26,71,20,50,60,74,Urdu,Government and Administrative Services
71,76,38,50,45,79,71,22,75,28,27,48,Science,Agriculture and Food Sciences
58,79,75,76,52,20,70,74,35,67,21,32,Urdu,Media and Journalism
72,42,54,27,42,37,46,29,78,80,52,76,Environmental Studies,Environmental Scientist
32,78,39,60,52,23,72,28,30,37,35,27,Urdu,Government and Administrative Services
27,65,62,76,25,78,33,43,44,36,22,53,Science,Interdisciplinary Fields
45,63,39,61,38,33,28,69,51,49,49,52,Drawing,Storyboard Artist
69,37,29,75,52,40,38,69,77,64,53,75,Sports,Professional Athlete
74,51,38,75,54,71,64,42,20,68,34,75,English,Government and Administrative Services
70,52,63,43,65,53,66,57,76,73,46,58,Sports,Fitness Trainer
68,40,61,54,54,76,42,23,51,65,50,32,Science,Research and Development
66,50,77,23,71,25,58,34,58,54,56,52,Hindi,Government and Administrative Services
60,57,27,31,44,64,57,66,27,47,20,22,Drawing,Fashion Designer
40,79,30,41,49,56,48,22,28,24,69,69,Urdu,Government and Administrative Services
64,38,37,51,73,55,45,79,34,47,68,52,Drawing,Concept Artist
34,28,32,66,56,34,38,67,41,72,20,59,Environmental Studies,Environmental Scientist
68,42,46,56,24,34,32,30,56,61,77,71,Math,Finance and Investment
77,55,30,54,63,25,22,68,74,36,77,68,Marathi,Media and Journalism
79,57,58,77,35,45,29,70,80,34,44,61,Sports,Physical Therapist
41,54,20,41,71,63,50,44,51,23,80,43,Math,Mathematics and Actuarial Science
77,29,50,79,61,73,25,73,68,63,54,55,English,Government and Administrative Services
66,65,45,44,59,65,22,72,53,41,38,64,Drawing,Fine Artist
29,65,22,74,40,34,47,62,27,63,35,20,English,Corporate and Business Communication
79,74,68,35,41,43,78,22,72,70,28,54,Marathi,Media and Journalism
33,75,31,77,32,30,55,25,56,36,73,35,English,Entertainment and Arts
44,43,35,42,40,44,31,51,48,52,39,60,Computer,Software Developer
44,39,55,34,78,30,58,28,42,49,21,56,History,Archaeologist
41,49,54,61,77,22,24,28,23,37,41,80,Computer,Software Developer
46,49,80,79,39,27,61,54,73,67,67,37,Hindi,Entertainment and Arts
64,29,35,46,45,69,38,61,51,25,74,42,Math,Mathematics and Actuarial Science
45,27,28,58,44,67,34,63,30,47,70,66,Math,Finance and Investment
67,34,64,26,55,20,38,22,58,69,42,57,Environmental Studies,Environmental Scientist
58,57,28,38,40,58,45,25,70,75,44,27,Environmental Studies,Environmental Scientist
59,35,48,77,53,40,49,42,20,66,42,27,English,Government and Administrative Services
22,24,26,42,32,52,69,37,47,45,21,35,Geography,Geographic Information Systems (GIS) Specialist
63,38,24,44,41,44,39,60,35,78,25,40,Environmental Studies,Environmental Scientist
59,76,23,71,69,29,23,37,39,76,25,41,Urdu,Government and Administrative Services
46,62,62,48,78,52,60,29,64,64,79,40,Math,Engineering
30,37,54,35,26,56,40,31,21,34,33,76,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
52,39,38,74,26,55,52,24,59,67,62,60,English,Government and Administrative Services
53,27,33,55,58,33,60,61,26,71,71,22,Environmental Studies,Environmental Scientist
48,74,75,75,56,27,57,29,43,28,55,36,Hindi,Literature and Education
33,79,47,39,43,33,24,26,41,53,25,75,Urdu,Government and Administrative Services
69,24,30,70,43,24,48,28,78,67,48,54,Sports,Sports Nutritionist/Dietitian
71,38,37,27,31,47,57,48,26,30,59,35,Marathi,Entertainment and Arts
36,27,39,53,28,42,28,59,30,79,54,65,Environmental Studies,Environmental Scientist
73,61,77,36,46,63,50,50,39,78,23,42,Environmental Studies,Environmental Scientist
77,53,45,72,58,72,71,37,56,41,28,48,Marathi,Literature and Education
70,47,64,52,52,30,66,41,37,42,24,35,Marathi,Government and Administrative Services
46,76,59,72,20,62,70,54,29,31,44,67,Urdu,Entertainment and Arts
35,47,22,26,31,39,51,57,46,38,51,75,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
56,24,37,56,72,43,56,67,58,54,72,31,History,Museum Professional
66,60,44,58,72,30,27,52,64,23,47,79,Computer,Software Developer
64,71,26,80,24,28,80,77,45,24,74,24,English,Government and Administrative Services
22,42,42,62,51,43,50,26,63,52,45,48,Sports,Physical Therapist
45,23,52,78,43,34,27,34,78,77,44,43,English,Literature and Education
65,44,50,48,36,68,26,52,50,46,65,43,Science,Allied Healthcare Professions
39,67,66,22,74,70,31,23,45,66,64,64,History,Cultural Heritage Manager
57,71,34,50,70,23,34,59,50,41,78,53,Math,Research and Development (R&D)
40,62,61,23,72,47,64,77,30,25,23,71,Drawing,Product Designer
69,62,69,70,34,76,47,35,28,35,52,76,Science,Education and Academia
73,48,57,46,71,72,23,51,65,72,37,77,Computer,Software Developer
37,38,57,53,24,42,33,79,30,20,24,50,Drawing,Architect
42,79,63,49,75,50,76,53,55,59,20,77,Urdu,Media and Journalism
46,62,80,62,65,43,56,47,48,38,51,21,Hindi,Entertainment and Arts
54,58,51,40,28,51,77,33,50,29,75,59,Geography,Urban and Regional Planner
67,46,69,70,39,64,41,27,44,57,80,33,Math,Aviation and Aerospace
20,62,27,29,35,22,26,37,55,52,63,33,Math,Mathematics and Actuarial Science
63,54,64,23,56,63,66,63,58,63,35,21,Geography,Meteorologist
48,34,25,24,79,50,38,42,36,37,27,55,History,Historian
22,27,44,77,78,48,49,67,44,48,50,35,History,Documentary Filmmaker
69,41,24,26,41,65,24,56,72,54,68,77,Computer,Software Developer
20,52,24,72,28,44,65,47,53,25,32,48,English,Entertainment and Arts
52,63,53,48,54,32,48,22,68,69,25,37,Environmental Studies,Environmental Scientist
68,32,27,26,50,20,76,51,28,25,30,78,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
37,29,64,74,55,21,59,27,76,73,28,56,Sports,Professional Athlete
65,57,40,63,40,39,75,40,64,47,40,58,Geography,Cartographer
49,57,35,29,20,50,63,78,21,70,42,21,Drawing,3D Artist
77,69,48,31,30,27,67,68,77,43,67,74,Marathi,Literature and Education
21,60,65,46,80,20,46,35,46,63,48,39,History,Museum Professional
70,41,44,22,48,30,31,60,44,44,66,22,Marathi,Entertainment and Arts
33,21,30,24,65,79,32,72,27,25,76,32,Science,Education and Academia
53,30,68,62,48,63,30,66,69,23,50,52,Sports,Fitness Trainer
50,62,75,74,51,68,26,62,52,43,25,76,Computer,Software Developer
78,76,52,22,62,25,67,46,79,68,77,23,Sports,Fitness Trainer
67,51,40,22,38,54,55,35,55,38,21,69,Computer,Software Developer
58,53,73,26,62,29,49,63,31,43,79,80,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
79,77,45,78,29,38,38,63,34,58,64,58,Marathi,Media and Journalism
69,54,74,77,71,79,35,38,53,70,26,39,Science,Research and Development
40,55,66,52,58,46,59,72,35,26,34,69,Drawing,Set Designer/Illustrator for Theatre or Film
67,77,53,29,34,40,65,41,32,61,34,71,Urdu,Literature and Education
45,50,76,29,38,59,62,67,69,47,72,36,Hindi,Government and Administrative Services
75,41,69,73,61,49,40,75,41,31,59,62,Marathi,Entertainment and Arts
59,31,48,24,58,49,34,31,42,24,49,76,Computer,Software Developer
70,46,60,49,74,72,69,62,30,78,32,36,Environmental Studies,Environmental Scientist
45,74,39,35,56,28,36,54,29,58,77,74,Math,Finance and Investment
31,74,32,32,36,58,68,65,50,23,36,71,Urdu,Entertainment and Arts
49,57,80,35,38,50,42,76,25,72,24,27,Hindi,Entertainment and Arts
23,51,22,61,32,69,33,66,56,43,65,64,Science,Education and Academia
28,72,49,27,30,52,33,70,59,75,24,79,Computer,Software Developer
79,35,38,65,23,21,46,44,23,22,74,30,Marathi,Literature and Education
22,75,27,78,21,30,38,39,65,72,23,41,English,Corporate and Business Communication
26,47,25,55,25,38,25,34,52,24,65,41,Math,Engineering
24,57,51,29,39,51,72,52,28,34,46,75,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
47,29,36,48,30,57,25,29,57,80,30,57,Environmental Studies,Environmental Scientist
36,77,58,79,78,59,32,23,69,62,44,34,English,Literature and Education
25,68,35,24,41,38,36,64,70,20,76,53,Math,Engineering
25,67,51,66,25,60,53,23,47,22,39,37,Urdu,Literature and Education
26,31,23,63,62,72,26,48,48,36,55,50,Science,Research and Development
21,42,46,36,52,38,40,30,20,25,26,51,History,Historian
36,75,27,22,21,71,34,54,39,54,48,45,Urdu,Government and Administrative Services
30,32,27,52,48,61,35,29,22,39,52,40,Science,Healthcare and Medicine
69,47,22,20,49,33,64,75,27,27,36,76,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
76,47,27,59,45,38,54,65,20,29,23,28,Marathi,Media and Journalism
78,61,66,60,77,31,71,31,75,36,29,21,Marathi,Government and Administrative Services
41,23,66,36,41,79,73,74,20,33,45,65,Science,Research and Development
39,44,72,44,43,38,51,47,35,24,27,66,Hindi,Literature and Education
37,65,68,62,63,21,70,38,66,78,67,43,Environmental Studies,Environmental Scientist
21,77,54,31,35,62,24,61,40,69,25,65,Urdu,Entertainment and Arts
23,35,74,71,59,28,66,62,52,61,41,52,Hindi,Entertainment and Arts
31,66,29,61,30,70,23,65,41,29,61,44,Science,Allied Healthcare Professions
38,67,49,72,60,27,78,34,43,71,22,63,Geography,Meteorologist
28,66,68,32,43,73,28,25,26,71,60,48,Science,Agriculture and Food Sciences
32,75,22,32,27,27,58,50,60,58,75,36,Urdu,Media and Journalism
24,49,42,66,67,49,45,60,23,24,22,23,History,Documentary Filmmaker
61,20,20,59,77,76,64,50,70,70,64,51,History,Archaeologist
56,29,52,37,53,29,67,52,28,64,58,78,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
32,72,58,68,36,66,40,36,65,43,64,55,Urdu,Government and Administrative Services
74,44,65,61,71,60,77,71,78,62,43,31,Sports,Professional Athlete
69,53,78,76,29,48,73,24,76,66,20,78,Hindi,Media and Journalism
36,69,63,39,71,40,42,38,41,75,20,38,Environmental Studies,Environmental Scientist
27,46,52,39,76,20,63,48,44,24,48,48,History,Documentary Filmmaker
26,64,64,22,64,38,56,45,68,62,31,62,Sports,Sports Nutritionist/Dietitian
66,52,80,80,76,41,20,55,75,28,26,52,Hindi,Media and Journalism
63,23,60,21,56,69,23,80,67,77,61,73,Drawing,Storyboard Artist
54,43,65,22,54,20,59,23,74,23,56,55,Sports,Fitness Trainer
30,39,73,26,76,55,64,77,64,69,40,42,Drawing,Graphic Designer
75,47,41,67,59,27,22,33,68,64,37,32,Marathi,Media and Journalism
38,76,45,54,25,29,79,64,68,77,26,41,Geography,Geologist
79,43,72,38,44,59,57,32,55,65,45,28,Marathi,Literature and Education
40,30,75,39,74,57,30,75,65,53,65,51,Hindi,Media and Journalism
64,52,43,77,57,63,37,65,65,74,34,24,English,Corporate and Business Communication
31,44,45,27,42,63,30,75,67,64,63,68,Drawing,Animator
32,35,28,79,28,70,63,56,60,28,26,43,English,Corporate and Business Communication
22,40,74,58,47,57,27,27,76,77,80,25,Math,Research and Development (R&D)
31,61,78,79,25,75,26,59,78,70,42,67,English,Media and Journalism
21,27,48,49,36,38,38,52,43,73,46,54,Environmental Studies,Environmental Scientist
50,73,48,62,69,68,72,54,47,75,63,73,Environmental Studies,Environmental Scientist
77,24,55,76,44,58,31,54,59,24,78,66,Math,Finance and Investment
68,48,61,37,63,75,55,80,34,40,38,48,Drawing,Fine Artist
31,42,73,20,24,28,64,29,57,70,29,28,Hindi,Media and Journalism
80,66,72,32,41,28,20,53,55,65,80,25,Marathi,Media and Journalism
69,42,61,54,67,70,32,42,37,30,72,40,Math,Finance and Investment
51,20,73,55,43,80,41,63,40,33,33,34,Science,Allied Healthcare Professions
21,49,65,33,58,78,25,22,29,41,56,29,Science,Education and Academia
24,21,80,45,44,31,33,21,38,31,28,50,Hindi,Media and Journalism
27,49,72,43,24,42,36,30,63,76,69,66,Environmental Studies,Environmental Scientist
66,76,74,35,41,48,39,71,52,29,74,29,Urdu,Entertainment and Arts
21,76,34,55,62,45,30,62,49,60,53,48,Urdu,Entertainment and Arts
72,36,41,27,74,59,59,40,25,37,25,70,History,Museum Professional
22,51,75,79,74,23,21,54,51,44,38,59,English,Entertainment and Arts
26,39,60,60,24,37,40,79,29,26,60,61,Drawing,Architect
80,61,27,50,75,68,74,58,56,76,76,74,Marathi,Media and Journalism
36,26,45,75,23,53,59,52,43,34,23,52,English,Corporate and Business Communication
65,77,74,67,46,33,21,52,66,42,61,66,Urdu,Literature and Education
22,37,56,46,71,80,21,26,74,77,62,33,Science,Healthcare and Medicine
74,58,68,42,42,70,25,39,20,28,45,31,Marathi,Entertainment and Arts
25,48,69,36,39,75,42,65,50,73,32,21,Science,Agriculture and Food Sciences
76,54,24,78,52,34,27,73,70,73,24,42,English,Government and Administrative Services
29,70,48,79,30,22,55,45,65,62,69,31,English,Government and Administrative Services
62,53,65,29,33,42,25,63,37,21,47,59,Hindi,Government and Administrative Services
54,75,56,72,23,54,56,62,43,79,20,28,Environmental Studies,Environmental Scientist
26,59,25,44,60,76,65,51,59,73,37,45,Science,Interdisciplinary Fields
31,20,56,58,51,74,66,23,53,74,38,50,Science,Education and Academia
71,46,42,31,51,60,46,43,58,34,23,55,Marathi,Literature and Education
30,76,31,21,72,39,53,71,61,51,61,60,Urdu,Media and Journalism
51,64,64,76,40,48,68,25,21,37,41,47,English,Corporate and Business Communication
62,36,40,54,36,27,56,80,28,75,56,52,Drawing,Storyboard Artist
40,67,55,28,53,50,30,64,23,35,64,62,Urdu,Media and Journalism
36,44,42,33,71,64,74,21,61,29,40,26,Geography,Geographic Information Systems (GIS) Specialist
31,27,38,80,53,38,65,66,50,80,58,22,English,Entertainment and Arts
22,34,53,25,61,27,21,62,62,25,72,49,Math,Aviation and Aerospace
63,80,71,28,56,42,57,31,77,58,27,24,Urdu,Entertainment and Arts
78,52,71,76,51,49,78,37,79,47,37,43,Sports,Physical Therapist
33,44,20,60,44,76,72,39,31,57,40,29,Science,Research and Development
30,45,68,79,67,60,50,72,47,24,72,55,English,Entertainment and Arts
35,45,21,80,73,67,28,31,40,74,25,24,English,Media and Journalism
29,29,64,65,49,22,71,29,37,75,55,30,Environmental Studies,Environmental Scientist
53,64,70,62,28,46,28,50,63,37,71,55,Math,Research and Development (R&D)
64,29,59,74,34,59,70,70,73,55,44,71,English,Corporate and Business Communication
47,51,79,20,47,59,44,56,25,58,57,35,Hindi,Media and Journalism
40,73,78,61,76,75,41,56,30,66,40,71,Hindi,Media and Journalism
31,63,47,21,63,29,66,23,57,29,20,64,Geography,Urban and Regional Planner
31,39,31,25,40,54,35,61,80,33,22,77,Sports,Sports Coach
66,47,77,78,55,64,34,25,61,75,32,28,English,Literature and Education
34,34,57,39,65,61,41,42,60,51,52,37,History,Documentary Filmmaker
41,74,66,43,38,64,30,77,59,29,45,50,Drawing,Fashion Designer
39,54,44,46,25,35,64,55,29,37,21,39,Geography,Meteorologist
29,33,35,22,76,52,46,37,23,38,23,52,History,Museum Professional
56,26,74,65,64,43,59,80,23,51,57,78,Drawing,Set Designer/Illustrator for Theatre or Film
25,59,28,79,48,25,53,42,48,32,57,40,English,Media and Journalism
24,58,32,70,31,46,61,52,70,78,56,51,Environmental Studies,Environmental Scientist
41,26,37,70,65,75,67,71,38,52,29,31,Science,Agriculture and Food Sciences
40,67,23,25,28,29,53,80,56,76,43,74,Drawing,Visual Development Artist
44,67,29,50,40,66,45,38,45,37,54,50,Urdu,Government and Administrative Services
52,65,74,25,72,80,77,29,25,46,23,31,Science,Agriculture and Food Sciences
40,46,32,35,55,46,26,80,29,21,79,78,Drawing,Architect
29,50,63,22,80,68,72,24,70,71,78,54,History,Documentary Filmmaker
76,67,65,53,42,43,54,65,78,33,73,80,Computer,Software Developer
44,53,52,76,72,69,29,29,67,77,31,58,Environmental Studies,Environmental Scientist
76,66,65,28,66,69,29,25,20,24,64,70,Marathi,Entertainment and Arts
66,21,25,33,30,79,59,61,79,67,21,55,Science,Healthcare and Medicine
28,48,56,65,27,55,70,31,36,78,44,25,Environmental Studies,Environmental Scientist
59,63,64,43,71,35,76,56,25,79,70,68,Environmental Studies,Environmental Scientist
34,80,24,76,30,33,48,62,32,20,79,76,Urdu,Media and Journalism
44,22,29,80,28,57,79,75,63,76,70,50,English,Literature and Education
77,53,40,70,60,59,51,61,56,73,28,33,Marathi,Literature and Education
65,54,53,25,79,69,30,44,59,53,47,58,History,Archaeologist
36,47,35,56,50,48,72,37,69,55,44,27,Geography,Geospatial Analyst
46,42,41,70,63,49,44,22,57,60,41,66,English,Entertainment and Arts
42,77,74,62,21,48,58,52,56,43,67,44,Urdu,Media and Journalism
59,31,41,72,46,80,33,22,45,34,37,62,Science,Allied Healthcare Professions
28,29,34,70,75,73,47,80,52,42,59,25,Drawing,Concept Artist
20,76,23,38,43,23,30,68,63,75,39,70,Urdu,Literature and Education
55,74,25,63,66,26,78,21,65,45,47,34,Geography,Disaster Management Specialist
46,51,79,37,26,20,50,36,59,25,80,78,Math,Aviation and Aerospace
29,65,20,41,76,39,73,73,75,41,75,21,History,Museum Professional
63,66,60,60,65,76,31,56,46,27,59,49,Science,Allied Healthcare Professions
33,28,44,41,51,45,72,36,49,32,71,25,Geography,Cartographer
76,56,77,77,66,32,54,54,76,57,20,39,Hindi,Media and Journalism
37,80,52,75,39,58,71,41,79,31,51,62,Urdu,Media and Journalism
79,41,44,34,67,57,23,69,45,79,42,56,Marathi,Media and Journalism
56,23,66,47,73,56,67,64,33,79,56,72,Environmental Studies,Environmental Scientist
52,49,63,34,22,43,75,46,52,29,38,69,Geography,Geographic Information Systems (GIS) Specialist
26,67,48,65,41,36,56,53,27,74,52,54,Environmental Studies,Environmental Scientist
39,73,21,79,32,74,48,63,30,20,69,22,English,Media and Journalism
55,61,66,74,70,75,51,33,41,41,54,40,Science,Healthcare and Medicine
36,74,55,61,64,71,73,33,44,40,33,37,Urdu,Media and Journalism
30,32,63,68,45,24,79,61,63,77,76,69,Geography,Archaeologist
79,22,40,48,59,52,67,76,67,23,61,44,Marathi,Media and Journalism
55,44,73,38,26,75,30,40,76,77,66,77,Environmental Studies,Environmental Scientist
35,48,69,57,36,53,64,75,55,41,64,69,Drawing,Set Designer/Illustrator for Theatre or Film
34,39,52,34,44,24,31,34,43,49,40,54,Computer,Software Developer
44,22,67,62,61,69,80,35,53,33,48,26,Geography,Disaster Management Specialist
80,79,63,61,21,26,22,20,73,62,30,36,Marathi,Government and Administrative Services
28,37,24,53,34,40,67,56,28,51,26,77,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
41,47,44,78,56,60,69,20,38,30,60,48,English,Entertainment and Arts
39,39,21,44,37,47,72,25,55,39,21,63,Geography,Geologist
28,41,68,66,39,80,31,78,63,56,37,35,Science,Agriculture and Food Sciences
35,36,39,36,21,47,65,58,69,59,29,45,Sports,Fitness Trainer
75,47,51,46,35,26,50,40,63,31,48,44,Marathi,Entertainment and Arts
32,65,67,20,38,68,69,76,58,72,77,38,Math,Engineering
40,60,32,22,53,76,22,39,62,65,77,37,Math,Architecture
66,28,37,66,38,61,26,37,38,58,36,68,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
50,80,47,49,43,56,58,65,38,32,40,55,Urdu,Literature and Education
48,78,34,56,73,64,49,63,46,23,49,59,Urdu,Entertainment and Arts
37,33,61,57,23,46,80,27,62,53,37,31,Geography,Geotechnical Engineer
32,48,53,33,25,47,29,46,62,59,37,22,Sports,Sports Nutritionist/Dietitian
72,20,67,67,31,26,40,24,27,68,20,48,Marathi,Government and Administrative Services
69,65,74,20,49,21,34,80,71,70,61,53,Drawing,Product Designer
27,39,36,36,76,59,50,25,50,80,51,74,Environmental Studies,Environmental Scientist
48,64,60,50,58,77,63,42,77,39,34,78,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
61,52,57,54,70,31,37,78,30,40,66,34,Drawing,Set Designer/Illustrator for Theatre or Film
72,78,29,46,65,52,79,22,46,23,77,40,Geography,Disaster Management Specialist
41,43,60,35,38,52,36,38,72,51,29,75,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
65,33,59,28,45,53,27,30,38,70,75,78,Computer,Software Developer
57,31,71,38,34,67,46,54,21,77,48,32,Environmental Studies,Environmental Scientist
68,58,78,77,35,55,74,23,52,69,27,72,Hindi,Media and Journalism
25,46,56,60,34,61,61,34,32,41,61,40,Science,Research and Development
53,50,31,55,78,57,22,68,42,66,55,38,History,Cultural Heritage Manager
77,60,49,80,73,28,39,70,65,58,67,47,English,Corporate and Business Communication
23,34,40,62,78,80,29,74,70,34,73,43,Science,Allied Healthcare Professions
23,55,55,58,26,53,73,78,27,78,53,64,Drawing,Storyboard Artist
69,42,50,30,61,52,67,56,80,55,36,75,Sports,Sports Coach
45,33,71,30,71,40,72,59,58,50,78,63,Math,Finance and Investment
27,38,74,45,50,56,48,23,66,63,62,51,Hindi,Entertainment and Arts
45,34,54,27,25,32,33,36,60,54,51,51,Sports,Fitness Trainer
55,44,28,40,22,30,44,61,40,31,67,45,Math,Aviation and Aerospace
66,70,29,24,64,31,50,42,28,55,58,30,Urdu,Media and Journalism
58,76,30,24,50,78,37,27,41,71,73,41,Science,Healthcare and Medicine
29,33,60,40,62,70,80,23,28,68,80,75,Geography,Geographic Information Systems (GIS) Specialist
57,79,28,60,50,49,51,68,26,31,46,78,Urdu,Government and Administrative Services
27,78,72,41,57,51,78,64,47,37,43,71,Urdu,Entertainment and Arts
40,26,80,70,33,68,21,79,57,22,79,78,Hindi,Media and Journalism
49,53,50,32,76,54,43,61,33,65,77,23,Math,Aviation and Aerospace
26,73,36,67,24,48,34,64,79,59,49,21,Sports,Professional Athlete
50,68,54,58,65,61,60,64,34,62,47,64,Urdu,Media and Journalism
55,24,68,56,48,63,60,24,48,76,51,52,Environmental Studies,Environmental Scientist
27,51,47,51,65,79,38,30,58,39,69,74,Science,Agriculture and Food Sciences
20,32,36,33,75,62,28,34,45,46,44,50,History,Documentary Filmmaker
26,25,54,33,79,65,70,33,79,32,54,51,History,Archaeologist
23,57,36,71,28,20,31,26,49,20,23,71,English,Literature and Education
52,45,55,69,68,55,79,63,56,24,73,23,Geography,Disaster Management Specialist
70,48,77,35,53,60,65,23,46,69,79,50,Math,Research and Development (R&D)
65,50,79,76,38,59,48,53,65,41,30,66,Hindi,Entertainment and Arts
73,23,25,69,54,75,28,62,27,29,59,46,Science,Interdisciplinary Fields
65,57,44,64,78,62,57,61,53,29,63,50,History,Documentary Filmmaker
71,47,25,21,63,24,79,56,68,22,65,29,Geography,Disaster Management Specialist
60,56,38,25,46,24,34,23,69,36,35,68,Sports,Sports Coach
62,34,32,25,63,53,49,68,69,78,48,66,Environmental Studies,Environmental Scientist
45,22,50,35,45,65,64,72,39,30,34,33,Drawing,Comic Artist/Cartoonist
68,24,40,51,42,43,21,55,46,35,57,41,Marathi,Government and Administrative Services
67,71,41,59,78,63,52,27,79,33,35,73,Sports,Sports Nutritionist/Dietitian
21,71,51,60,51,72,25,75,50,20,70,34,Drawing,Storyboard Artist
26,79,62,68,31,57,34,57,76,68,30,41,Urdu,Government and Administrative Services
39,80,63,51,66,47,45,78,44,35,67,47,Urdu,Literature and Education
74,32,73,43,57,60,74,72,54,80,29,52,Environmental Studies,Environmental Scientist
53,38,21,57,76,36,44,38,28,78,57,36,Environmental Studies,Environmental Scientist
26,43,31,78,56,72,38,52,22,55,30,47,English,Literature and Education
55,74,56,20,59,57,79,60,52,49,73,46,Geography,Archaeologist
58,55,58,46,43,48,59,75,54,22,44,52,Drawing,Graphic Designer
50,76,59,43,21,68,72,54,58,39,42,32,Urdu,Media and Journalism
27,74,74,39,61,46,44,29,45,53,61,38,Urdu,Entertainment and Arts
30,29,37,28,21,24,34,64,64,59,79,56,Math,Aviation and Aerospace
32,45,31,23,52,75,44,28,46,61,33,69,Science,Education and Academia
32,36,77,24,73,44,22,67,27,66,72,77,Hindi,Literature and Education
46,51,22,45,50,33,34,31,29,30,38,54,Computer,Software Developer
34,47,24,40,59,43,66,48,39,57,21,79,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
68,75,51,44,56,60,25,66,22,55,58,23,Urdu,Government and Administrative Services
51,65,22,28,43,45,46,35,75,41,78,40,Math,Mathematics and Actuarial Science
34,76,62,52,41,20,20,29,26,66,58,63,Urdu,Government and Administrative Services
39,40,29,36,55,41,73,57,67,47,26,62,Geography,Geotechnical Engineer
35,23,46,38,33,70,55,50,52,55,31,52,Science,Healthcare and Medicine
51,29,72,25,32,21,49,44,45,68,24,29,Hindi,Government and Administrative Services
37,42,68,35,24,32,25,29,55,76,63,23,Environmental Studies,Environmental Scientist
45,56,60,22,51,49,23,24,40,79,53,76,Environmental Studies,Environmental Scientist
62,34,41,72,38,76,43,62,27,45,78,69,Math,Aviation and Aerospace
32,35,38,48,56,26,67,43,40,38,77,57,Math,Mathematics and Actuarial Science
58,52,70,54,26,64,45,41,37,20,61,67,Hindi,Government and Administrative Services
78,35,25,41,59,65,38,78,74,62,65,24,Marathi,Media and Journalism
35,60,39,55,61,34,29,43,43,63,31,50,Environmental Studies,Environmental Scientist
33,56,39,27,27,80,28,63,73,55,33,73,Science,Education and Academia
70,38,53,36,64,20,22,80,29,80,34,43,Drawing,Fashion Designer
24,39,79,44,79,80,32,72,58,39,68,80,Science,Interdisciplinary Fields
72,60,70,45,53,45,35,70,63,60,37,36,Marathi,Government and Administrative Services
20,40,30,66,44,36,67,60,68,70,55,46,Environmental Studies,Environmental Scientist
31,42,65,27,38,22,44,51,21,41,57,55,Hindi,Entertainment and Arts
34,51,21,50,79,42,24,25,52,80,64,65,Environmental Studies,Environmental Scientist
27,23,30,28,48,30,38,48,43,61,70,37,Math,Aviation and Aerospace
64,61,78,58,42,37,73,37,20,72,45,44,Hindi,Literature and Education
79,65,58,54,56,39,34,28,40,55,70,35,Marathi,Government and Administrative Services
64,48,67,58,26,21,66,26,49,65,24,62,Hindi,Government and Administrative Services
45,29,27,50,71,52,27,54,42,62,53,38,History,Historian
50,29,36,33,74,31,60,35,70,76,35,53,Environmental Studies,Environmental Scientist
28,29,51,64,37,50,31,53,34,30,26,43,English,Entertainment and Arts
66,42,42,35,56,40,37,74,53,23,50,39,Drawing,Fashion Designer
21,28,33,62,32,46,32,51,34,29,29,66,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
24,30,69,28,42,47,59,39,33,79,52,28,Environmental Studies,Environmental Scientist
42,50,39,45,74,70,29,53,51,80,23,50,Environmental Studies,Environmental Scientist
42,46,61,76,28,75,57,51,23,27,60,30,English,Government and Administrative Services
66,37,36,58,65,76,39,72,24,66,48,79,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
66,27,54,60,68,45,78,54,29,50,49,62,Geography,Cartographer
37,39,68,74,74,79,28,73,59,52,66,78,Science,Interdisciplinary Fields
21,75,66,73,22,75,60,49,48,49,35,69,Urdu,Government and Administrative Services
70,41,73,58,69,63,78,27,25,23,72,80,Computer,Software Developer
56,52,27,75,29,27,68,45,65,39,28,42,English,Corporate and Business Communication
58,27,64,79,78,28,69,47,74,71,30,61,English,Corporate and Business Communication
30,76,64,60,79,48,77,37,27,23,75,52,History,Historian
