Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest,Recommended Career
56,51,75,35,44,40,76,49,61,68,85,41,Math,Finance and Investment
67,89,52,40,65,64,88,63,73,30,58,44,Urdu,Entertainment and Arts
82,38,33,58,73,68,81,37,33,83,82,48,Environmental Studies,Environmental Scientist
31,51,37,51,55,79,85,65,58,67,53,32,Geography,Cartographer
45,32,64,54,74,87,41,76,65,39,53,67,Science,Agriculture and Food Sciences
34,47,44,55,44,47,71,55,47,42,53,68,Geography,Geotechnical Engineer
62,59,77,45,78,40,83,70,90,67,89,80,Sports,Professional Athlete
60,42,41,70,74,63,39,90,77,30,52,37,Drawing,Visual Development Artist
78,71,82,49,67,55,61,64,48,71,78,60,Hindi,Media and Journalism
51,30,52,64,60,56,46,51,89,59,32,79,Sports,Sports Nutritionist/Dietitian
65,82,40,89,31,52,87,65,89,42,57,41,English,Corporate and Business Communication
36,69,37,68,52,76,84,39,79,39,70,52,Geography,Geologist
89,64,90,64,77,90,75,75,61,39,49,56,Hindi,Entertainment and Arts
44,78,74,88,88,84,80,43,38,54,62,33,English,Literature and Education
42,30,68,68,88,32,70,42,71,56,31,41,History,Museum Professional
49,57,80,44,42,57,75,55,32,70,87,56,Math,Mathematics and Actuarial Science
40,39,53,64,58,37,44,41,44,90,30,51,Environmental Studies,Environmental Scientist
70,68,36,38,55,37,89,90,64,42,47,53,Drawing,Concept Artist
55,80,39,45,40,55,35,44,69,53,59,72,Urdu,Literature and Education
44,37,52,40,88,87,75,66,69,86,63,80,History,Historian
90,76,49,46,67,65,64,59,79,71,63,66,Marathi,Government and Administrative Services
81,50,54,83,49,34,81,40,88,75,30,74,Sports,Physical Therapist
75,45,78,80,34,78,72,35,34,66,88,74,Math,Finance and Investment
38,59,78,75,86,34,44,78,63,67,31,85,History,Museum Professional
67,60,33,59,68,58,38,57,45,47,44,47,History,Historian
54,69,33,71,61,32,58,61,60,53,34,31,English,Entertainment and Arts
44,63,90,31,69,57,72,32,67,73,69,67,Hindi,Government and Administrative Services
51,89,77,63,59,42,72,40,46,72,35,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
65,67,42,32,70,43,80,88,45,61,55,36,Drawing,Product Designer
54,36,49,31,48,53,44,79,33,78,89,79,Math,Architecture
76,45,58,34,71,38,52,75,82,83,85,89,Computer,Software Developer
72,57,48,50,30,53,81,34,41,90,63,44,Environmental Studies,Environmental Scientist
69,89,47,85,57,64,57,80,40,88,54,89,Urdu,Government and Administrative Services
61,69,57,46,83,48,52,80,50,57,59,61,History,Historian
61,81,87,43,47,82,51,37,32,38,66,55,Hindi,Literature and Education
85,38,64,63,79,77,75,52,34,36,58,83,Marathi,Entertainment and Arts
80,74,38,75,79,52,73,50,69,51,89,33,Math,Mathematics and Actuarial Science
37,67,67,53,40,85,53,51,31,32,52,81,Science,Healthcare and Medicine
77,37,64,32,71,49,82,81,86,87,84,60,Environmental Studies,Environmental Scientist
84,30,81,32,90,42,70,34,57,79,70,32,History,Museum Professional
60,82,61,36,47,41,35,89,77,82,87,43,Drawing,Concept Artist
40,84,66,66,49,71,47,60,62,87,35,62,Environmental Studies,Environmental Scientist
48,63,43,32,38,30,67,63,62,75,72,86,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
89,86,66,39,55,82,44,34,53,48,37,34,Marathi,Literature and Education
48,66,76,64,70,75,31,88,87,63,62,69,Drawing,Fashion Designer
45,39,81,85,77,60,70,34,83,44,63,84,English,Corporate and Business Communication
73,50,58,88,49,56,88,49,38,81,55,45,English,Literature and Education
57,75,89,59,45,77,49,32,83,35,68,35,Hindi,Government and Administrative Services
48,42,58,74,39,31,42,78,85,33,65,59,Sports,Sports Nutritionist/Dietitian
87,56,74,87,61,68,71,83,64,57,62,75,Marathi,Government and Administrative Services
36,61,42,69,72,46,38,88,61,63,67,58,Drawing,Storyboard Artist
83,43,62,57,47,55,87,90,87,68,75,47,Drawing,Set Designer/Illustrator for Theatre or Film
84,90,37,65,39,53,78,42,48,36,64,50,Urdu,Literature and Education
45,31,81,89,30,49,62,70,74,72,44,56,English,Government and Administrative Services
52,36,61,86,57,31,58,54,79,46,57,31,English,Government and Administrative Services
66,53,80,48,69,86,79,33,79,34,52,74,Science,Agriculture and Food Sciences
85,70,85,55,39,73,34,62,45,43,86,52,Math,Research and Development (R&D)
30,90,67,71,63,32,58,70,76,57,72,46,Urdu,Literature and Education
65,41,67,80,74,35,30,63,35,85,57,43,Environmental Studies,Environmental Scientist
65,36,38,75,82,80,45,56,42,58,72,62,History,Museum Professional
52,68,59,46,56,35,33,50,83,63,74,62,Sports,Sports Nutritionist/Dietitian
44,90,30,79,67,88,30,31,76,30,34,88,Urdu,Literature and Education
33,44,38,58,60,86,88,46,47,64,65,80,Geography,Geotechnical Engineer
82,68,83,86,78,35,56,39,89,86,52,43,Sports,Professional Athlete
59,47,76,71,75,30,42,60,58,79,53,81,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
52,86,39,46,85,62,62,40,77,47,71,39,Urdu,Media and Journalism
51,89,48,49,38,51,57,65,58,65,52,84,Urdu,Literature and Education
37,68,32,75,82,78,83,54,57,57,78,47,Geography,Archaeologist
83,62,52,78,58,89,38,64,65,37,77,56,Science,Agriculture and Food Sciences
51,85,72,60,76,61,73,50,58,36,38,78,Urdu,Government and Administrative Services
83,74,60,67,55,38,69,52,57,57,38,69,Marathi,Literature and Education
76,45,59,86,85,87,44,61,74,38,39,85,Science,Allied Healthcare Professions
60,60,38,72,43,38,40,73,77,38,88,63,Math,Finance and Investment
56,78,84,59,56,79,57,66,43,82,86,77,Math,Aviation and Aerospace
32,38,79,53,85,76,83,34,60,58,60,57,History,Cultural Heritage Manager
90,48,47,67,58,65,72,46,41,36,45,53,Marathi,Entertainment and Arts
78,34,36,62,79,77,50,42,59,70,64,48,History,Archaeologist
56,36,60,55,71,82,87,70,41,45,30,80,Geography,Cartographer
53,38,69,31,36,48,60,45,39,83,38,83,Environmental Studies,Environmental Scientist
58,49,69,88,83,60,62,82,74,39,46,54,English,Media and Journalism
86,56,66,43,34,88,88,50,83,70,83,68,Science,Healthcare and Medicine
65,89,75,84,47,86,66,50,71,83,33,68,Urdu,Government and Administrative Services
50,90,55,57,85,35,70,48,44,71,49,47,Urdu,Literature and Education
48,30,65,49,73,79,81,84,83,42,43,84,Drawing,Visual Development Artist
71,42,71,53,69,34,53,70,68,61,44,87,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
77,85,85,58,78,65,61,76,41,47,83,82,Urdu,Government and Administrative Services
52,31,70,88,50,76,36,56,46,38,86,47,English,Corporate and Business Communication
37,59,35,40,58,82,49,49,68,41,39,68,Science,Research and Development
39,49,89,51,87,59,36,88,38,89,79,42,Hindi,Media and Journalism
47,57,53,32,38,50,43,81,69,55,76,39,Drawing,Product Designer
53,68,62,47,63,71,48,90,78,55,78,74,Drawing,Storyboard Artist
33,32,82,73,90,80,90,84,56,56,68,84,History,Museum Professional
54,49,34,43,58,36,33,32,48,74,78,81,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
81,67,85,50,35,48,46,56,71,75,40,33,Hindi,Government and Administrative Services
75,68,36,36,80,53,41,40,60,63,64,34,History,Historian
48,32,47,56,53,44,75,48,83,76,43,36,Sports,Sports Coach
90,43,30,67,81,70,57,55,42,58,50,76,Marathi,Media and Journalism
64,43,75,56,39,67,35,90,72,48,47,74,Drawing,Comic Artist/Cartoonist
58,84,65,49,47,64,79,61,54,54,33,36,Urdu,Media and Journalism
87,39,63,43,60,63,63,88,90,89,58,35,Sports,Sports Coach
90,80,32,44,42,70,76,42,45,56,52,79,Marathi,Media and Journalism
59,52,87,87,44,30,47,38,74,87,38,61,Hindi,Media and Journalism
79,77,63,44,30,58,79,57,39,64,79,47,Marathi,Media and Journalism
32,78,45,89,62,41,75,64,72,48,67,56,English,Literature and Education
75,49,67,68,72,61,32,46,63,47,89,51,Math,Finance and Investment
87,53,35,59,51,82,75,64,42,90,88,59,Environmental Studies,Environmental Scientist
77,72,85,46,33,54,75,65,61,46,90,65,Math,Aviation and Aerospace
60,75,69,74,72,88,34,50,37,41,78,81,Science,Education and Academia
61,40,63,72,49,50,89,74,89,63,63,61,Geography,Environmental Consultant
48,78,78,85,36,71,73,66,72,54,59,82,English,Media and Journalism
69,53,80,32,61,64,41,86,75,41,48,49,Drawing,3D Artist
88,50,36,35,46,75,74,59,70,39,43,83,Marathi,Media and Journalism
40,47,41,42,35,64,78,52,68,31,68,35,Geography,Archaeologist
63,51,80,76,47,32,90,47,88,30,49,33,Geography,Disaster Management Specialist
81,44,64,53,78,53,44,70,73,80,54,68,Marathi,Entertainment and Arts
88,47,33,72,63,37,69,78,66,44,90,38,Math,Finance and Investment
46,71,39,58,60,58,53,56,64,62,87,50,Math,Mathematics and Actuarial Science
86,79,56,32,88,33,76,59,51,42,68,60,History,Documentary Filmmaker
42,46,35,56,30,54,71,57,55,47,47,34,Geography,Urban and Regional Planner
85,52,41,33,77,58,55,81,82,55,81,40,Marathi,Government and Administrative Services
42,46,45,64,39,58,80,43,30,66,59,68,Geography,Geologist
35,88,76,79,31,69,76,35,61,52,31,86,Urdu,Entertainment and Arts
58,79,82,75,61,33,84,54,74,52,88,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
72,67,65,65,31,61,67,31,69,71,69,76,Computer,Software Developer
72,78,82,77,70,63,78,31,87,63,36,78,Sports,Physical Therapist
61,34,47,66,54,46,36,82,74,90,31,71,Environmental Studies,Environmental Scientist
75,71,87,63,83,78,78,32,32,35,38,60,Hindi,Entertainment and Arts
51,68,54,77,68,69,68,62,67,33,34,88,Computer,Software Developer
41,63,42,79,89,88,90,48,52,56,74,47,Geography,Meteorologist
52,30,45,34,64,75,89,38,40,37,33,43,Geography,Geotechnical Engineer
68,36,85,62,54,69,79,77,31,58,48,58,Hindi,Entertainment and Arts
75,50,36,61,41,87,88,58,31,84,48,60,Geography,Environmental Consultant
83,52,50,48,57,52,48,43,78,34,78,46,Marathi,Government and Administrative Services
65,70,82,66,90,73,85,51,53,77,75,50,History,Museum Professional
41,50,44,49,50,69,68,74,46,89,73,49,Environmental Studies,Environmental Scientist
39,64,64,52,80,83,78,62,37,49,31,85,Computer,Software Developer
69,57,59,44,69,45,58,48,41,65,32,50,Marathi,Literature and Education
58,68,84,77,70,86,80,72,37,45,72,55,Science,Interdisciplinary Fields
89,43,74,41,81,73,83,54,42,36,57,88,Marathi,Media and Journalism
72,80,81,42,39,81,82,43,81,78,32,54,Geography,Meteorologist
36,63,41,75,40,54,81,38,40,56,40,48,Geography,Meteorologist
39,74,63,82,49,36,62,38,33,87,37,58,Environmental Studies,Environmental Scientist
74,50,33,35,73,81,66,82,54,70,90,40,Math,Engineering
36,46,56,44,48,87,47,51,37,58,83,51,Science,Healthcare and Medicine
63,89,74,79,35,45,40,75,33,68,82,50,Urdu,Government and Administrative Services
76,54,82,49,65,62,34,65,61,62,44,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
84,54,79,43,37,60,37,71,39,52,55,34,Marathi,Entertainment and Arts
39,52,41,65,90,58,81,62,75,38,71,88,History,Historian
47,39,48,58,37,32,37,68,69,74,43,72,Environmental Studies,Environmental Scientist
64,84,67,49,83,63,56,43,38,35,72,36,Urdu,Literature and Education
88,38,47,65,85,37,49,63,78,55,56,32,Marathi,Media and Journalism
48,82,51,41,42,75,70,31,76,83,71,76,Environmental Studies,Environmental Scientist
59,82,63,52,54,90,58,80,71,90,81,39,Science,Agriculture and Food Sciences
42,80,30,41,56,48,57,61,47,77,45,55,Urdu,Government and Administrative Services
48,72,79,58,62,68,56,79,64,63,67,67,Hindi,Entertainment and Arts
59,66,39,69,30,30,87,76,30,77,43,59,Geography,Environmental Consultant
70,85,70,35,60,90,47,42,57,60,45,75,Science,Interdisciplinary Fields
46,49,62,51,77,68,70,34,45,85,44,31,Environmental Studies,Environmental Scientist
83,73,49,56,59,35,42,34,51,73,45,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
75,88,77,47,50,56,90,68,41,40,71,74,Geography,Geologist
33,56,84,69,44,67,66,50,42,49,47,85,Computer,Software Developer
37,36,88,86,72,53,73,88,64,77,51,85,Hindi,Literature and Education
62,37,87,44,75,43,73,68,49,41,73,88,Computer,Software Developer
61,44,75,48,80,62,51,48,36,72,84,52,Math,Engineering
70,74,49,32,56,53,76,82,66,30,77,59,Drawing,Architect
85,50,90,77,62,67,44,42,48,51,48,54,Hindi,Literature and Education
53,72,33,43,56,38,43,34,72,53,61,57,Urdu,Literature and Education
60,62,59,34,71,54,80,75,50,60,32,34,Geography,Archaeologist
55,65,85,89,53,70,54,83,67,53,83,38,English,Corporate and Business Communication
45,75,84,31,32,48,52,72,79,53,55,34,Hindi,Government and Administrative Services
70,90,51,78,58,75,40,33,34,87,84,43,Urdu,Media and Journalism
47,36,71,74,42,69,72,46,38,45,39,41,English,Government and Administrative Services
71,43,45,41,36,63,76,52,48,67,37,45,Geography,Meteorologist
67,30,30,90,80,36,79,51,50,85,78,85,English,Government and Administrative Services
37,60,89,37,68,47,36,45,88,43,83,74,Hindi,Government and Administrative Services
69,41,46,52,70,37,82,38,71,33,31,68,Geography,Cartographer
68,61,69,86,36,70,71,43,55,73,82,70,English,Government and Administrative Services
54,77,59,48,30,45,73,39,70,90,39,57,Environmental Studies,Environmental Scientist
66,51,41,83,70,44,81,66,79,85,32,48,Environmental Studies,Environmental Scientist
80,47,90,55,59,79,53,90,38,36,82,47,Hindi,Entertainment and Arts
79,86,41,78,61,39,47,78,40,72,59,83,Urdu,Literature and Education
40,48,64,36,68,83,74,55,85,56,66,31,Sports,Sports Nutritionist/Dietitian
80,41,81,47,53,71,36,69,82,73,56,45,Sports,Professional Athlete
80,39,62,38,32,38,34,82,71,76,81,39,Drawing,Comic Artist/Cartoonist
87,60,47,32,36,30,35,38,39,51,82,84,Marathi,Entertainment and Arts
39,86,47,69,74,41,65,35,89,46,80,47,Sports,Physical Therapist
32,57,52,72,74,72,52,85,82,89,54,32,Environmental Studies,Environmental Scientist
57,86,42,59,71,67,56,75,36,85,58,43,Urdu,Government and Administrative Services
62,74,81,41,48,77,74,41,50,81,71,88,Computer,Software Developer
33,48,70,73,47,39,76,42,47,75,88,72,Math,Research and Development (R&D)
40,33,64,82,60,36,42,77,79,81,63,77,English,Media and Journalism
89,87,38,75,38,63,78,90,83,64,69,46,Drawing,3D Artist
32,44,34,41,45,42,42,42,74,86,67,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
37,57,52,39,31,47,75,36,60,82,85,57,Math,Aviation and Aerospace
33,52,87,62,55,84,31,62,82,85,44,30,Hindi,Government and Administrative Services
55,49,83,90,82,47,57,31,81,81,42,67,English,Media and Journalism
30,41,77,69,84,32,90,76,74,39,76,87,Geography,Cartographer
34,74,74,64,59,38,63,31,61,36,42,83,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
46,40,62,50,87,57,61,52,85,85,51,41,History,Historian
81,88,90,59,65,81,47,80,40,74,68,55,Hindi,Literature and Education
52,59,85,55,79,84,61,68,56,36,71,76,Hindi,Media and Journalism
81,47,82,73,88,64,74,43,37,77,35,61,History,Cultural Heritage Manager
72,59,37,47,30,50,78,48,44,30,46,53,Geography,Meteorologist
33,41,84,68,43,38,43,69,39,41,81,58,Hindi,Media and Journalism
89,88,45,57,66,52,88,69,49,40,86,40,Marathi,Entertainment and Arts
80,48,77,54,82,47,73,90,84,88,59,76,Drawing,Fashion Designer
65,82,52,54,79,70,52,35,72,76,79,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
30,52,69,68,89,46,59,88,38,63,77,55,History,Historian
83,62,62,77,71,43,33,70,46,69,38,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
40,69,68,56,65,89,41,73,87,82,67,44,Science,Agriculture and Food Sciences
75,81,44,46,34,68,57,53,36,76,76,42,Urdu,Literature and Education
66,43,84,48,89,50,59,90,90,52,38,30,Drawing,Architect
84,49,87,60,48,51,60,65,55,79,73,35,Hindi,Media and Journalism
74,87,55,56,77,51,86,41,79,54,71,80,Urdu,Entertainment and Arts
57,32,72,80,55,31,52,89,38,83,55,71,Drawing,Animator
36,51,71,67,34,31,76,40,63,75,80,89,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
46,42,38,62,46,53,41,50,77,64,56,53,Sports,Sports Nutritionist/Dietitian
78,87,54,34,83,33,85,85,39,87,61,48,Urdu,Entertainment and Arts
51,79,72,32,30,34,74,36,89,61,83,47,Sports,Fitness Trainer
74,34,54,48,51,90,31,43,37,44,59,69,Science,Education and Academia
79,68,33,31,80,90,66,33,67,52,40,75,Science,Research and Development
77,61,33,65,73,44,58,86,77,85,44,76,Drawing,Animator
44,48,38,72,58,42,77,64,68,76,82,38,Math,Aviation and Aerospace
75,62,70,72,33,55,84,75,68,62,67,77,Geography,Geologist
34,68,57,47,71,85,47,43,36,53,33,53,Science,Interdisciplinary Fields
90,81,57,67,42,32,40,36,85,46,39,37,Marathi,Entertainment and Arts
62,81,53,50,79,64,33,75,90,83,73,41,Sports,Professional Athlete
46,76,54,64,57,50,38,69,81,62,34,34,Sports,Sports Coach
56,48,46,87,44,54,32,59,48,35,58,88,Computer,Software Developer
79,56,87,53,39,58,78,65,56,70,58,34,Hindi,Media and Journalism
76,46,47,44,52,73,68,66,89,30,39,45,Sports,Sports Coach
36,73,74,52,46,67,37,35,31,39,58,79,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
65,83,71,38,90,79,87,61,74,80,34,57,History,Archaeologist
43,84,30,52,85,56,71,67,47,53,53,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
64,43,77,30,72,56,42,61,87,88,64,74,Environmental Studies,Environmental Scientist
75,36,51,54,33,53,78,30,55,48,40,69,Geography,Disaster Management Specialist
87,90,32,90,46,41,60,67,46,63,78,63,Urdu,Entertainment and Arts
70,83,54,88,43,55,84,72,79,31,57,51,English,Media and Journalism
69,89,33,78,83,45,90,75,56,71,86,86,Geography,Environmental Consultant
50,80,61,39,41,38,55,32,56,42,38,32,Urdu,Literature and Education
70,56,49,34,34,37,83,85,79,42,72,89,Computer,Software Developer
73,38,79,83,50,51,35,48,73,73,69,82,English,Media and Journalism
40,87,58,67,76,31,31,66,86,43,79,42,Urdu,Entertainment and Arts
87,84,33,45,53,71,85,40,33,32,86,44,Marathi,Media and Journalism
54,75,87,62,86,78,84,64,39,77,36,38,Hindi,Literature and Education
75,46,52,82,64,63,47,63,55,43,45,36,English,Literature and Education
44,73,64,68,66,88,66,34,56,71,66,54,Science,Healthcare and Medicine
68,88,54,43,33,60,62,36,76,71,68,62,Urdu,Media and Journalism
60,65,49,35,33,85,81,63,39,78,37,38,Science,Education and Academia
42,33,54,52,72,55,78,42,77,67,32,78,Geography,Cartographer
70,78,31,67,80,64,50,88,30,77,70,47,Drawing,Fine Artist
44,82,32,59,50,65,79,82,64,79,87,82,Math,Finance and Investment
46,65,44,85,82,55,35,32,54,89,67,81,Environmental Studies,Environmental Scientist
46,39,36,68,40,42,54,71,48,84,65,51,Environmental Studies,Environmental Scientist
75,30,69,80,80,84,63,57,42,87,51,77,Environmental Studies,Environmental Scientist
44,88,71,44,57,71,55,36,70,76,74,36,Urdu,Government and Administrative Services
69,67,73,66,86,75,86,81,49,32,64,53,History,Cultural Heritage Manager
68,35,59,41,81,30,41,72,70,33,51,44,History,Museum Professional
50,85,60,71,64,43,49,59,81,37,33,62,Urdu,Entertainment and Arts
75,53,61,62,45,41,76,33,85,77,55,74,Sports,Sports Nutritionist/Dietitian
80,80,79,38,69,86,89,55,40,69,34,63,Geography,Geospatial Analyst
68,84,55,50,36,55,30,83,44,48,35,81,Urdu,Entertainment and Arts
30,70,64,49,81,42,67,47,64,41,66,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
38,56,57,33,40,70,83,53,59,54,66,62,Geography,Disaster Management Specialist
32,35,32,55,53,52,42,48,43,73,71,50,Environmental Studies,Environmental Scientist
55,41,81,45,52,30,59,36,42,55,35,31,Hindi,Literature and Education
58,74,71,55,87,54,67,81,42,35,80,71,History,Documentary Filmmaker
38,66,71,66,46,75,75,80,48,62,75,49,Drawing,Fashion Designer
46,46,46,32,63,87,74,79,90,61,30,66,Sports,Physical Therapist
39,85,46,85,44,36,79,83,40,83,46,75,Urdu,Entertainment and Arts
40,71,79,54,70,49,48,83,36,78,83,86,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
36,87,68,51,69,67,53,72,47,54,50,45,Urdu,Entertainment and Arts
70,46,83,70,57,48,86,84,43,66,65,56,Geography,Environmental Consultant
75,55,90,42,65,72,42,77,89,57,32,35,Hindi,Entertainment and Arts
68,67,72,64,82,68,46,76,44,83,39,47,Environmental Studies,Environmental Scientist
50,42,72,81,78,44,45,89,49,75,32,80,Drawing,Animator
57,56,35,66,44,37,86,64,60,83,41,62,Geography,Disaster Management Specialist
60,46,88,85,88,87,78,60,71,70,82,39,Hindi,Literature and Education
90,51,50,77,50,78,33,42,89,56,55,35,Marathi,Government and Administrative Services
40,83,44,67,30,76,60,37,34,76,89,33,Math,Engineering
35,57,81,33,70,65,80,58,87,71,61,35,Sports,Sports Nutritionist/Dietitian
59,34,90,52,69,68,63,36,74,49,60,33,Hindi,Media and Journalism
34,46,43,46,63,39,71,60,74,53,80,81,Computer,Software Developer
83,39,72,43,48,58,72,66,86,73,71,64,Sports,Sports Coach
58,60,81,42,77,90,40,76,76,46,38,64,Science,Education and Academia
79,78,90,70,45,46,41,66,77,83,52,63,Hindi,Literature and Education
49,49,83,52,41,70,69,46,44,51,30,59,Hindi,Media and Journalism
69,53,80,76,33,32,83,48,80,80,70,49,Geography,Geospatial Analyst
33,55,30,81,67,57,52,40,57,53,84,59,Math,Mathematics and Actuarial Science
64,45,63,72,66,84,63,78,87,56,62,64,Sports,Sports Coach
78,45,30,42,47,46,69,88,49,85,45,83,Drawing,Animator
79,89,63,80,77,53,39,87,74,39,69,84,Urdu,Media and Journalism
57,48,57,41,54,74,71,32,56,39,81,56,Math,Finance and Investment
80,66,35,58,82,44,63,36,77,78,89,34,Math,Engineering
83,82,62,37,62,39,84,46,85,73,41,53,Sports,Professional Athlete
83,72,34,42,74,82,57,76,65,62,65,55,Marathi,Entertainment and Arts
55,46,41,71,33,38,35,77,49,55,62,90,Computer,Software Developer
41,45,41,65,78,90,76,48,52,35,86,65,Science,Healthcare and Medicine
64,78,89,89,53,33,77,59,70,74,72,79,Hindi,Literature and Education
65,84,34,37,88,48,74,57,44,70,47,41,History,Museum Professional
53,58,85,77,67,70,45,43,46,57,69,47,Hindi,Government and Administrative Services
31,80,63,39,61,58,76,37,36,55,75,62,Urdu,Entertainment and Arts
38,50,46,41,67,84,31,51,65,64,90,40,Math,Aviation and Aerospace
60,56,51,31,38,89,70,53,54,51,52,63,Science,Interdisciplinary Fields
49,88,50,89,73,65,79,77,30,36,50,44,English,Literature and Education
76,88,43,58,40,36,73,61,54,71,60,83,Urdu,Literature and Education
83,88,64,40,72,68,61,71,48,78,74,85,Urdu,Entertainment and Arts
80,46,59,80,74,85,84,73,43,73,64,74,Science,Interdisciplinary Fields
80,69,88,80,37,40,46,42,85,55,87,38,Hindi,Media and Journalism
33,80,38,54,48,45,81,33,80,71,30,65,Geography,Environmental Consultant
61,74,81,33,87,35,70,30,47,74,55,49,History,Documentary Filmmaker
89,54,85,44,47,74,62,64,84,68,67,55,Marathi,Literature and Education
44,46,90,44,45,56,38,48,82,35,60,71,Hindi,Literature and Education
88,56,49,59,34,76,83,48,73,37,50,36,Marathi,Entertainment and Arts
72,37,36,86,31,31,76,71,38,81,40,52,English,Government and Administrative Services
72,81,38,32,74,64,83,56,44,50,69,31,Geography,Geologist
58,52,63,70,59,37,60,88,42,75,67,50,Drawing,Fine Artist
50,59,72,38,48,77,63,57,44,73,82,40,Math,Architecture
63,42,78,45,45,37,81,31,35,44,47,71,Geography,Disaster Management Specialist
90,54,79,48,80,59,68,64,85,59,70,69,Marathi,Literature and Education
77,52,49,73,54,81,39,85,66,77,42,68,Drawing,3D Artist
33,62,48,69,67,36,61,41,90,43,51,84,Sports,Fitness Trainer
66,61,42,89,50,77,46,43,53,62,57,80,English,Corporate and Business Communication
77,31,74,41,90,58,87,45,84,50,34,57,History,Museum Professional
64,72,33,57,56,53,70,35,84,77,88,49,Math,Aviation and Aerospace
82,76,57,40,44,71,32,49,87,85,81,68,Sports,Sports Nutritionist/Dietitian
64,68,72,76,49,88,51,90,42,31,61,78,Drawing,Graphic Designer
66,43,69,59,58,32,50,43,30,87,49,81,Environmental Studies,Environmental Scientist
53,75,68,55,47,44,72,79,84,70,69,48,Sports,Physical Therapist
72,46,86,43,84,51,30,64,61,39,55,50,Hindi,Media and Journalism
39,83,88,40,60,51,31,69,77,70,44,46,Hindi,Entertainment and Arts
34,65,34,52,39,83,65,42,77,86,90,78,Math,Engineering
45,31,48,66,75,78,89,53,87,59,34,57,Geography,Geologist
34,86,37,71,90,60,49,46,47,62,31,82,History,Cultural Heritage Manager
76,85,42,72,47,63,41,76,38,89,80,49,Environmental Studies,Environmental Scientist
74,52,57,54,44,39,37,72,64,72,76,53,Math,Architecture
55,81,45,86,66,35,65,34,74,82,60,43,English,Entertainment and Arts
54,39,81,74,86,85,73,59,58,53,80,77,History,Cultural Heritage Manager
33,52,64,85,32,51,47,67,47,84,63,30,English,Corporate and Business Communication
85,71,72,78,79,58,43,30,87,55,46,35,Sports,Professional Athlete
78,88,36,39,47,66,53,38,60,72,63,69,Urdu,Literature and Education
83,47,83,32,90,33,70,44,70,89,73,56,History,Cultural Heritage Manager
88,40,40,56,48,32,44,31,86,46,74,79,Marathi,Media and Journalism
58,71,34,76,47,76,82,46,34,38,51,86,Computer,Software Developer
77,71,66,43,30,57,40,30,81,71,64,74,Sports,Physical Therapist
58,79,76,83,37,31,81,84,47,88,36,44,Environmental Studies,Environmental Scientist
49,58,62,69,38,31,79,81,70,35,52,60,Drawing,Product Designer
62,59,37,64,77,75,55,60,35,48,65,81,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
48,46,62,52,68,66,80,56,61,76,75,87,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
73,51,72,78,40,41,65,86,87,37,50,34,Sports,Physical Therapist
75,71,32,64,70,53,79,61,55,37,51,75,Geography,Geographic Information Systems (GIS) Specialist
60,62,40,47,73,74,53,63,41,31,36,60,Science,Agriculture and Food Sciences
83,43,54,49,89,76,41,31,60,30,75,55,History,Museum Professional
89,41,89,47,86,30,69,76,86,89,54,63,Marathi,Entertainment and Arts
42,86,59,40,84,72,76,51,51,80,75,43,Urdu,Literature and Education
37,67,52,63,53,35,55,30,73,89,32,52,Environmental Studies,Environmental Scientist
41,79,33,79,70,67,37,89,67,47,62,77,Drawing,Storyboard Artist
57,38,66,37,87,59,35,61,63,53,48,45,History,Genealogist
68,54,37,61,82,40,88,83,69,34,89,85,Math,Research and Development (R&D)
63,76,55,36,53,68,69,54,42,64,51,88,Computer,Software Developer
59,42,39,75,83,63,30,38,76,39,49,49,History,Genealogist
85,77,68,61,67,74,58,83,39,62,57,31,Marathi,Government and Administrative Services
52,50,83,89,35,41,80,59,33,46,31,84,English,Media and Journalism
45,42,73,68,88,87,84,70,57,32,64,65,History,Archaeologist
67,75,87,72,87,39,70,47,71,53,45,73,Hindi,Government and Administrative Services
79,84,60,50,50,35,38,47,56,80,46,52,Urdu,Entertainment and Arts
30,71,60,66,32,36,63,54,59,41,48,77,Computer,Software Developer
56,35,46,67,36,70,61,74,45,48,89,33,Math,Research and Development (R&D)
76,85,78,56,56,73,45,63,33,45,37,73,Urdu,Government and Administrative Services
